index,0,1,2
26457,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26458,0.1195092108482017,0.15073661665510169,0.7297541724966966
26459,0.1037185225044594,0.17908912188939644,0.7171923556061442
26460,0.1141723560966548,0.14918504407574204,0.7366425998276032
26461,0.0915818775309165,0.14025694327183427,0.7681611791972492
26462,0.1362863722656527,0.222304608305327,0.6414090194290203
26463,0.4086461383135659,0.5800418388894327,0.011312022797001416
26464,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26465,0.08400503697464139,0.13364961107866088,0.7823453519466976
26466,0.09378460209639716,0.219794709287544,0.6864206886160589
26467,0.9967028229909838,0.0021529603507784803,0.0011442166582377599
26468,0.11580225045681423,0.11199334230242251,0.7722044072407633
26469,0.11013142362984486,0.18853165735514643,0.7013369190150086
26470,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26471,0.9967028229909838,0.0021529603507784803,0.0011442166582377599
26472,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26473,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26474,0.996871067081572,0.002063007645862181,0.0010659252725659727
26475,0.9967028229909838,0.0021529603507784803,0.0011442166582377599
26476,0.06494311145507127,0.2031041417489523,0.7319527467959765
26477,0.15092377905170343,0.1712205943339219,0.6778556266143747
26478,0.17230198866121463,0.16863842443100677,0.6590595869077787
26479,0.07996046941630279,0.18714156016028383,0.7328979704234134
26480,0.11450889289562974,0.14027384001826623,0.745217267086104
26481,0.11684090162137598,0.18902226569151867,0.6941368326871054
26482,0.11571098134547635,0.16693118873182525,0.7173578299226985
26483,0.06893140006395365,0.17945326132448802,0.7516153386115584
26484,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26485,0.12722681649967985,0.09970281890507922,0.7730703645952409
26486,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26487,0.11542866296557368,0.13642800819886727,0.748143328835559
26488,0.22531285536674464,0.7511317952097237,0.023555349423531605
26489,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26490,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26491,0.09585078216164294,0.13589510156451862,0.7682541162738384
26492,0.12012400124379005,0.16668454301513158,0.7131914557410783
26493,0.26501517706948763,0.72505869329324,0.00992612963727237
26494,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26495,0.10402444088054659,0.20506669945408365,0.6909088596653697
26496,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26497,0.0948809207411378,0.41451568144080425,0.49060339781805795
26498,0.1385184394061087,0.2596938311849048,0.6017877294089865
26499,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26500,0.11291863850475879,0.29173421483018774,0.5953471466650535
26501,0.17019438233167175,0.14043063130080377,0.6893749863675245
26502,0.11339817003045694,0.19630721545181698,0.690294614517726
26503,0.19981222851851074,0.17716966767713802,0.6230181038043512
26504,0.16094253289312613,0.17993189470706827,0.6591255723998056
26505,0.0679784095745619,0.12336185425977,0.8086597361656681
26506,0.17098992254938483,0.7984761519306207,0.030533925519994516
26507,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26508,0.9967357953142804,0.002126175337303012,0.0011380293484169366
26509,0.1142577967832555,0.21166770624428305,0.6740744969724615
26510,0.08520068601459616,0.2126272910543749,0.702172022931029
